city,country,dst_lisbon_km,co2_kg,percentile,percent_total_co2_kg,cum_co2_kg,percent_cum_total_co2_kg,model_set
Grenoble, France,2844.4066666666663,537.1963333333333,0.24087591240875914,0.0031006564353425535,10328.046,0.05961269708544906,Pessimistic
Gif-sur-Yvette, France,2861.319,539.535,0.24817518248175183,0.0031141550417182256,10867.581,0.06272685212716728,Pessimistic
Guyancourt, France,2866.146,540.384,0.25547445255474455,0.003119055405235734,11407.965,0.06584590753240302,Pessimistic
Viroflay, France,2881.038,543.001,0.26277372262773724,0.003134160530471681,11950.966,0.0689800680628747,Pessimistic
Boulogne-Billancourt, France,2893.6135,545.2105,0.27007299270072993,0.003146913596657705,12496.1765,0.0721269816595324,Pessimistic
Boulogne-Billancourt, France,2893.6135,545.2105,0.2773722627737226,0.003146913596657705,13041.386999999999,0.0752738952561901,Pessimistic
Rueil-Malmaison, France,2894.487,545.364,0.2846715328467153,0.00314779958699921,13586.750999999998,0.07842169484318931,Pessimistic
Paris, France,2908.178,547.77,0.291970802919708,0.0031616868362608404,14134.520999999999,0.08158338167945015,Pessimistic
Argenteuil, France,2912.67,548.559,0.29927007299270075,0.003166240884335415,14683.079999999998,0.08474962256378556,Pessimistic
Villetaneuse, France,2924.359,550.613,0.30656934306569344,0.003178096416331837,15233.692999999997,0.08792771898011739,Pessimistic
Portsmouth, United Kingdom,2971.798,558.949,0.31386861313868614,0.0032262111752033892,15792.641999999998,0.09115393015532079,Pessimistic
Turin, Italy,3114.833,584.085,0.32116788321167883,0.003371294258096305,16376.726999999999,0.0945252244134171,Pessimistic
London, United Kingdom,3172.76,594.264,0.3284671532846715,0.003430046672989963,16970.990999999998,0.09795527108640706,Pessimistic
London, United Kingdom,3172.76,594.264,0.3357664233576642,0.003430046672989963,17565.254999999997,0.10138531775939702,Pessimistic
Ivrea, Italy,3175.63,594.768,0.34306569343065696,0.003432955722710604,18160.022999999997,0.10481827348210762,Pessimistic
Athy, Ireland,3193.843,597.969,0.35036496350364965,0.0034514316515911036,18757.992,0.10826970513369873,Pessimistic
Milan, Italy,3366.991,628.396,0.35766423357664234,0.003627053984626699,19386.388,0.11189675911832543,Pessimistic
Pisa, Italy,3443.504,641.841,0.36496350364963503,0.0037046575034640344,20028.229,0.11560141662178947,Pessimistic
Zurich, Switzerland,3447.159,642.483,0.3722627737226277,0.003708363078703422,20670.712,0.11930977970049289,Pessimistic
Kaiserslautern, Germany,3590.02,667.588,0.3795620437956204,0.0038532672319508223,21338.3,0.12316304693244372,Pessimistic
Karlsruhe, Germany,3612.071,671.463,0.38686131386861317,0.0038756334376402737,22009.763,0.12703868037008398,Pessimistic
Delft, Netherlands,3618.882,672.66,0.39416058394160586,0.003882542430726796,22682.423,0.13092122280081078,Pessimistic
Eggenstein-Leopoldshafen, Germany,3621.529,673.125,0.40145985401459855,0.00388522637540953,23355.548,0.1348064491762203,Pessimistic
Heidelberg, Germany,3696.372,686.2765,0.40875912408759124,0.003961135834538516,24041.8245,0.13876758501075884,Pessimistic
Heidelberg, Germany,3696.372,686.2765,0.41605839416058393,0.003961135834538516,24728.101,0.14272872084529734,Pessimistic
Città di Castello, Italy,3723.929,691.119,0.4233576642335766,0.003989086376745269,25419.219999999998,0.1467178072220426,Pessimistic
Amsterdam, Netherlands,3729.023,692.014,0.4306569343065693,0.0039942522487690256,26111.233999999997,0.15071205947081162,Pessimistic
Darmstadt, Germany,3748.847,695.498,0.43795620437956206,0.004014361632155361,26806.731999999996,0.15472642110296697,Pessimistic
Padua, Italy,3761.244,697.676,0.44525547445255476,0.004026932882733845,27504.407999999996,0.1587533539857008,Pessimistic
Hagen, Germany,3820.25,708.045,0.45255474452554745,0.004086781963196792,28212.452999999994,0.1628401359488976,Pessimistic
Innsbruck, Austria,3826.912,709.216,0.45985401459854014,0.004093540886258043,28921.668999999994,0.16693367683515564,Pessimistic
Glasgow, United Kingdom,3882.921,719.058,0.46715328467153283,0.004150348162747225,29640.726999999995,0.17108402499790287,Pessimistic
Glasgow, United Kingdom,3882.921,719.058,0.4744525547445255,0.004150348162747225,30359.784999999996,0.1752343731606501,Pessimistic
Stirling, United Kingdom,3947.444,730.397,0.48175182481751827,0.004215796009537596,31090.181999999997,0.17945016917018772,Pessimistic
Naples, Italy,4013.069,741.929,0.48905109489051096,0.004282357837669403,31832.110999999997,0.1837325270078571,Pessimistic
Klagenfurt, Austria,4197.5185,774.3415,0.49635036496350365,0.004469440325904072,32606.452499999996,0.18820196733376118,Pessimistic
Klagenfurt, Austria,4197.5185,774.3415,0.5036496350364964,0.004469440325904072,33380.793999999994,0.19267140765966526,Pessimistic
Zagreb, Croatia,4402.47,810.357,0.5109489051094891,0.004677319056486894,34191.151,0.19734872671615217,Pessimistic
Catanzaro, Italy,4418.829,813.232,0.5182481751824818,0.004693913338127455,35004.383,0.20204264005427963,Pessimistic
Prague, Czechia,4487.865,825.363,0.5255474452554745,0.004763932548764548,35829.746,0.20680657260304416,Pessimistic
Berlin, Germany,4624.1875,849.41125,0.5328467153284672,0.004902737221273283,36679.15725,0.21170930982431743,Pessimistic
Berlin, Germany,4624.1875,849.41125,0.5401459854014599,0.004902737221273283,37528.568499999994,0.2166120470455907,Pessimistic
Berlin, Germany,4624.1875,849.41125,0.5474452554744526,0.004902737221273283,38377.97974999999,0.22151478426686397,Pessimistic
Berlin, Germany,4624.1875,849.41125,0.5547445255474452,0.004902737221273283,39227.39099999999,0.22641752148813724,Pessimistic
Szczecin, Poland,4864.823,892.213,0.5620437956204379,0.005149785671432888,40119.60399999999,0.23156730715957013,Pessimistic
Szeged, Hungary,5053.544,925.781,0.5693430656934306,0.00534353761790605,41045.384999999995,0.2369108447774762,Pessimistic
Częstochowa, Poland,5162.58,945.1755,0.5766423357664233,0.0054554811988722605,41990.56049999999,0.24236632597634847,Pessimistic
Częstochowa, Poland,5162.58,945.1755,0.583941605839416,0.0054554811988722605,42935.73599999999,0.2478218071752207,Pessimistic
Gothenburg, Sweden,5210.1505,953.6365,0.5912408759124088,0.005504317448249924,43889.37249999999,0.25332612462347065,Pessimistic
Gothenburg, Sweden,5210.1505,953.6365,0.5985401459854015,0.005504317448249924,44843.00899999999,0.25883044207172057,Pessimistic
Krakow, Poland,5225.43,956.354,0.6058394160583942,0.005520002651852785,45799.36299999999,0.26435044472357333,Pessimistic
Warsaw, Poland,5519.422,1008.647,0.6131386861313869,0.005821833876141424,46808.00999999999,0.27017227859971477,Pessimistic
Warsaw, Poland,5519.422,1008.647,0.6204379562043796,0.005821833876141424,47816.656999999985,0.27599411247585615,Pessimistic
Trondheim, Norway,6081.254,1108.58,0.6277372262773723,0.006398639562119215,48925.23699999999,0.28239275203797537,Pessimistic
Heraklion, Greece,6095.1065,1111.044,0.635036496350365,0.006412861582975682,50036.28099999999,0.2888056136209511,Pessimistic
Heraklion, Greece,6095.1065,1111.044,0.6423357664233577,0.006412861582975682,51147.32499999999,0.29521847520392674,Pessimistic
Istanbul, Turkey,6472.9490000000005,1178.251,0.6496350364963503,0.006800775282529477,52325.57599999999,0.3020192504864562,Pessimistic
Istanbul, Turkey,6472.9490000000005,1178.251,0.656934306569343,0.006800775282529477,53503.82699999998,0.3088200257689857,Pessimistic
Istanbul, Turkey,6472.9490000000005,1178.251,0.6642335766423357,0.006800775282529477,54682.07799999998,0.31562080105151513,Pessimistic
Thuwal, Saudi Arabia,9810.771,1616.714,0.6715328467153284,0.009331550416778226,56298.79199999998,0.3249523514682934,Pessimistic
Boston, United States,10263.648,1689.782,0.6788321167883211,0.009753293363182569,57988.57399999998,0.3347056448314759,Pessimistic
Mineola, United States,10785.194,1773.93,0.6861313868613139,0.01023898922804862,59762.50399999998,0.3449446340595245,Pessimistic
Pittsburgh, United States,11808.673,1939.059,0.6934306569343066,0.011192101274317887,61701.56299999998,0.35613673533384244,Pessimistic
University of Notre Dame du Lac, United States,12654.243,2075.485,0.7007299270072993,0.011979541784611846,63777.04799999998,0.3681162771184543,Pessimistic
South Bend, United States,12657.995,2076.091,0.708029197080292,0.011983039570585472,65853.13899999998,0.3800993166890398,Pessimistic
Argonne, United States,12680.35,2079.697,0.7153284671532847,0.012003853128705774,67932.83599999998,0.39210316981774557,Pessimistic
Indianapolis, United States,12826.216,2103.232,0.7226277372262774,0.012139695361196415,70036.06799999998,0.404242865178942,Pessimistic
Chicago, United States,12846.391,2106.487,0.7299270072992701,0.012158482973975555,72142.55499999998,0.4164013481529175,Pessimistic
Knoxville, United States,12852.397,2107.456,0.7372262773722628,0.012164075968378929,74250.01099999998,0.42856542412129645,Pessimistic
Oak Ridge, United States,12903.12675,2115.64075,0.7445255474452555,0.012211317723738088,76365.65174999999,0.44077674184503457,Pessimistic
Oak Ridge, United States,12903.12675,2115.64075,0.7518248175182481,0.012211317723738088,78481.2925,0.4529880595687727,Pessimistic
Oak Ridge, United States,12903.12675,2115.64075,0.7591240875912408,0.012211317723738088,80596.93325,0.4651993772925108,Pessimistic
Oak Ridge, United States,12903.12675,2115.64075,0.7664233576642335,0.012211317723738088,82712.57400000001,0.47741069501624894,Pessimistic
Lemont, United States,12922.172,2118.714,0.7737226277372263,0.01222905628932134,84831.288,0.48963975130557025,Pessimistic
Urbana, United States,13105.954,2148.3655,0.781021897810219,0.012400202495257022,86979.6535,0.5020399538008272,Pessimistic
Urbana, United States,13105.954,2148.3655,0.7883211678832117,0.012400202495257022,89128.019,0.5144401562960843,Pessimistic
Davis County, United States,13671.093,2239.546,0.7956204379562044,0.012926489415996896,91367.565,0.5273666457120811,Pessimistic
Ames, United States,13716.787,2246.918,0.8029197080291971,0.01296904004008532,93614.48300000001,0.5403356857521665,Pessimistic
Baton Rouge, United States,14633.359,2394.8,0.8102189781021898,0.01382260371228337,96009.28300000001,0.5541582894644499,Pessimistic
Rio de Janeiro, Brazil,15432.541,2523.741,0.8175182481751825,0.01456684137107138,98533.024,0.5687251308355212,Pessimistic
Boulder, United States,15618.659,2553.77,0.8248175182481752,0.014740166478335518,101086.79400000001,0.5834652973138568,Pessimistic
Austin, United States,15708.113,2568.203,0.8321167883211679,0.014823472658133156,103654.997,0.59828876997199,Pessimistic
Los Alamos, United States,16293.864,2662.709,0.8394160583941606,0.015368954112297618,106317.706,0.6136577240842875,Pessimistic
Salt Lake City, United States,16427.793,2684.317,0.8467153284671532,0.015493673847146047,109002.023,0.6291513979314336,Pessimistic
Salt Lake City, United States,16427.793,2684.317,0.8540145985401459,0.015493673847146047,111686.34,0.6446450717785797,Pessimistic
Albuquerque, United States,16453.0175,2688.387,0.8613138686131386,0.015517165578025034,114374.727,0.6601622373566046,Pessimistic
Albuquerque, United States,16453.0175,2688.387,0.8686131386861314,0.015517165578025034,117063.114,0.6756794029346297,Pessimistic
Walla Walla, United States,16501.565,2696.22,0.8759124087591241,0.015562377059099993,119759.334,0.6912417799937297,Pessimistic
Seattle, United States,16734.855,2733.859,0.8832116788321168,0.01577962650837619,122493.193,0.7070214065021059,Pessimistic
Bhagalpur, India,17578.391,2869.957,0.8905109489051095,0.01656517382758211,125363.15,0.7235865803296879,Pessimistic
Bengaluru, India,17659.05,2882.97,0.8978102189781022,0.016640283875230324,128246.12,0.7402268642049183,Pessimistic
Livermore, United States,18165.915,2964.749,0.9051094890510949,0.017112306052024556,131210.869,0.7573391702569429,Pessimistic
Murrieta, United States,18168.738,2965.205,0.9124087591240876,0.01711493804939085,134176.074,0.7744541083063337,Pessimistic
San Francisco, United States,18234.308,2975.784,0.9197080291970803,0.017175999233904064,137151.858,0.7916301075402379,Pessimistic
Montevideo, Uruguay,19018.198,3102.258,0.927007299270073,0.017905997556063463,140254.116,0.8095361050963013,Pessimistic
La Plata, Argentina,19207.538,3132.806,0.9343065693430657,0.018082318291908976,143386.92200000002,0.8276184233882103,Pessimistic
Beijing, China,19335.187,3153.4015,0.9416058394160584,0.0182011939536579,146540.32350000003,0.8458196173418683,Pessimistic
Beijing, China,19335.187,3153.4015,0.948905109489051,0.0182011939536579,149693.72500000003,0.8640208112955262,Pessimistic
Seoul, South Korea,20837.9765,3395.8645,0.9562043795620438,0.01960067197432408,153089.58950000003,0.8836214832698502,Pessimistic
Seoul, South Korea,20837.9765,3395.8645,0.9635036496350365,0.01960067197432408,156485.45400000003,0.9032221552441744,Pessimistic
Suwon-si, South Korea,20899.503,3405.7915,0.9708029197080292,0.019657969864357416,159891.24550000002,0.9228801251085317,Pessimistic
Suwon-si, South Korea,20899.503,3405.7915,0.9781021897810219,0.019657969864357416,163297.037,0.9425380949728891,Pessimistic
Hong Kong Island, China,22054.304,3592.109,0.9854014598540146,0.020733380323336603,166889.146,0.9632714752962257,Pessimistic
Auckland, New Zealand,39230.241,6363.307,0.9927007299270073,0.03672852470377432,173252.453,1.0,Pessimistic
Lisbon, Portugal,0.0,0.0,0.0,0.0,0.0,0.0,Optimistic
Lisbon, Portugal,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,Optimistic
Lisbon, Portugal,0.0,0.0,0.014598540145985401,0.0,0.0,0.0,Optimistic
Lisbon, Portugal,0.0,0.0,0.021897810218978103,0.0,0.0,0.0,Optimistic
Lisbon, Portugal,0.0,0.0,0.029197080291970802,0.0,0.0,0.0,Optimistic
Caparica, Portugal,17.383,0.52,0.0364963503649635,6.145366275648041e-06,0.52,6.145366275648041e-06,Optimistic
Dagorda, Portugal,126.966,3.796,0.043795620437956206,4.48611738122307e-05,4.316,5.100654008787874e-05,Optimistic
Porto, Portugal,550.3605,16.456,0.051094890510948905,0.0001944772066001234,20.772,0.0002454837466880021,Optimistic
Porto, Portugal,550.3605,16.456,0.058394160583941604,0.0001944772066001234,37.227999999999994,0.0004399609532881255,Optimistic
Braga, Portugal,643.693,19.246,0.06569343065693431,0.00022744946027138883,56.47399999999999,0.0006674104135595142,Optimistic
Santiago de Compostela, Spain,933.268,27.905,0.072992700729927,0.0003297816267729973,84.37899999999999,0.0009971920403325117,Optimistic
Leganés, Spain,989.235,29.578,0.08029197080291971,0.000349553160963688,113.957,0.0013467452012961996,Optimistic
Santander, Spain,1383.243,204.726,0.08759124087591241,0.002419454338746771,318.683,0.0037661995400429704,Optimistic
Valencia, Spain,1520.981,215.491,0.0948905109489051,0.002546675238664754,534.174,0.006312874778707725,Optimistic
Talence, France,1960.6296666666667,250.09866666666667,0.10218978102189781,0.002955669060995912,784.2726666666666,0.009268543839703635,Optimistic
Talence, France,1960.6296666666667,250.09866666666667,0.10948905109489052,0.002955669060995912,1034.3713333333333,0.012224212900699548,Optimistic
Talence, France,1960.6296666666667,250.09866666666667,0.11678832116788321,0.002955669060995912,1284.47,0.01517988196169546,Optimistic
Bordeaux, France,1966.288,250.566,0.12408759124087591,0.002961192011969283,1535.036,0.018141073973664743,Optimistic
Barcelona, Spain,2014.2060000000001,254.522,0.13138686131386862,0.003007944067712482,1789.558,0.021149018041377227,Optimistic
Barcelona, Spain,2014.2060000000001,254.522,0.1386861313868613,0.003007944067712482,2044.08,0.024156962109089707,Optimistic
Barcelona, Spain,2014.2060000000001,254.522,0.145985401459854,0.003007944067712482,2298.602,0.02716490617680219,Optimistic
Barcelona, Spain,2014.2060000000001,254.522,0.15328467153284672,0.003007944067712482,2553.124,0.03017285024451467,Optimistic
Barcelona, Spain,2014.2060000000001,254.522,0.16058394160583941,0.003007944067712482,2807.6459999999997,0.03318079431222715,Optimistic
Toulouse, France,2077.15,259.719,0.1678832116788321,0.003069362276432757,3067.365,0.03625015658865991,Optimistic
Bruz, France,2389.099,285.474,0.17518248175182483,0.003373735177258363,3352.839,0.039623891765918275,Optimistic
Rennes, France,2410.7305,287.2595,0.18248175182481752,0.0033948362378067665,3640.0985,0.04301872800372504,Optimistic
Rennes, France,2410.7305,287.2595,0.1897810218978102,0.0033948362378067665,3927.358,0.04641356424153181,Optimistic
Orléans, France,2710.508,312.01,0.19708029197080293,0.0036873379455095103,4239.368,0.05010090218704132,Optimistic
Orléans, France,2710.508,312.01,0.20437956204379562,0.0036873379455095103,4551.378000000001,0.05378824013255084,Optimistic
Lyon, France,2777.3365,317.5275,0.2116788321167883,0.0037525438270977563,4868.905500000001,0.057540783959648595,Optimistic
Lyon, France,2777.3365,317.5275,0.21897810218978103,0.0037525438270977563,5186.433000000001,0.06129332778674635,Optimistic
Grenoble, France,2844.4066666666663,323.06466666666665,0.22627737226277372,0.0038179821295900177,5509.497666666668,0.06511130991633637,Optimistic
Grenoble, France,2844.4066666666663,323.06466666666665,0.23357664233576642,0.0038179821295900177,5832.562333333335,0.0689292920459264,Optimistic
Grenoble, France,2844.4066666666663,323.06466666666665,0.24087591240875914,0.0038179821295900177,6155.627000000002,0.07274727417551642,Optimistic
Gif-sur-Yvette, France,2861.319,324.461,0.24817518248175183,0.0038344840137750752,6480.0880000000025,0.0765817581892915,Optimistic
Guyancourt, France,2866.146,324.86,0.25547445255474455,0.0038391994005904286,6804.948000000002,0.08042095758988192,Optimistic
Viroflay, France,2881.038,326.089,0.26277372262773724,0.003853723737422681,7131.037000000002,0.0842746813273046,Optimistic
Boulogne-Billancourt, France,2893.6135,327.1275,0.27007299270072993,0.0038659967429558744,7458.164500000002,0.08814067807026048,Optimistic
Boulogne-Billancourt, France,2893.6135,327.1275,0.2773722627737226,0.0038659967429558744,7785.292000000001,0.09200667481321634,Optimistic
Rueil-Malmaison, France,2894.487,327.199,0.2846715328467153,0.003866841730818776,8112.491000000001,0.09587351654403511,Optimistic
Paris, France,2908.178,328.33,0.291970802919708,0.0038802079024683103,8440.821000000002,0.09975372444650343,Optimistic
Argenteuil, France,2912.67,328.701,0.29927007299270075,0.003884592384945744,8769.522,0.10363831683144917,Optimistic
Villetaneuse, France,2924.359,329.666,0.30656934306569344,0.0038959967665918986,9099.188,0.10753431359804105,Optimistic
Portsmouth, United Kingdom,2971.798,333.582,0.31386861313868614,0.003942276101852355,9432.77,0.11147658969989342,Optimistic
Turin, Italy,3114.833,345.392,0.32116788321167883,0.004081846824381978,9778.162,0.11555843652427539,Optimistic
London, United Kingdom,3172.76,350.174,0.3284671532846715,0.004138360558093802,10128.336,0.11969679708236919,Optimistic
London, United Kingdom,3172.76,350.174,0.3357664233576642,0.004138360558093802,10478.509999999998,0.12383515764046298,Optimistic
Ivrea, Italy,3175.63,350.411,0.34306569343065696,0.004141161426954049,10828.920999999998,0.12797631906741702,Optimistic
Athy, Ireland,3193.843,351.915,0.35036496350364965,0.004158935717105155,11180.836,0.1321352547845222,Optimistic
Milan, Italy,3366.991,366.21,0.35766423357664234,0.004327874199625133,11547.045999999998,0.1364631289841473,Optimistic
Pisa, Italy,3443.504,372.527,0.36496350364963503,0.004402528581862188,11919.572999999999,0.1408656575660095,Optimistic
Zurich, Switzerland,3447.159,372.829,0.3722627737226277,0.004406097621506891,12292.401999999998,0.1452717551875164,Optimistic
Kaiserslautern, Germany,3590.02,384.624,0.3795620437956204,0.0045454910738554856,12677.025999999998,0.14981724626137188,Optimistic
Karlsruhe, Germany,3612.071,386.444,0.38686131386861317,0.004566999855820254,13063.469999999998,0.15438424611719212,Optimistic
Delft, Netherlands,3618.882,387.007,0.39416058394160586,0.004573653396614849,13450.476999999997,0.15895789951380696,Optimistic
Eggenstein-Leopoldshafen, Germany,3621.529,387.225,0.40145985401459855,0.004576229723245794,13837.701999999997,0.16353412923705277,Optimistic
Heidelberg, Germany,3696.372,393.4045,0.40875912408759124,0.004649259128823423,14231.106499999998,0.16818338836587618,Optimistic
Heidelberg, Germany,3696.372,393.4045,0.41605839416058393,0.004649259128823423,14624.510999999999,0.17283264749469962,Optimistic
Città di Castello, Italy,3723.929,395.679,0.4233576642335766,0.004676139197273348,15020.189999999999,0.17750878669197298,Optimistic
Amsterdam, Netherlands,3729.023,396.1,0.4306569343065693,0.00468111458035421,15416.289999999999,0.18218990127232718,Optimistic
Darmstadt, Germany,3748.847,397.737,0.43795620437956206,0.004700460666110433,15814.026999999998,0.1868903619384376,Optimistic
Padua, Italy,3761.244,398.76,0.44525547445255476,0.004712550492456564,16212.786999999998,0.19160291243089417,Optimistic
Hagen, Germany,3820.25,403.481,0.45255474452554745,0.004768343327432207,16616.268,0.1963712557583264,Optimistic
Innsbruck, Austria,3826.912,403.937,0.45985401459854014,0.0047737323409354675,17020.205,0.2011449880992619,Optimistic
Glasgow, United Kingdom,3882.921,407.774,0.46715328467153283,0.004819078053242509,17427.979000000003,0.2059640661525044,Optimistic
Glasgow, United Kingdom,3882.921,407.774,0.4744525547445255,0.004819078053242509,17835.753000000004,0.21078314420574693,Optimistic
Stirling, United Kingdom,3947.444,412.194,0.48175182481751827,0.004871313666585517,18247.947000000004,0.21565445787233245,Optimistic
Naples, Italy,4013.069,416.69,0.48905109489051096,0.004924447448845735,18664.637000000002,0.22057890532117816,Optimistic
Klagenfurt, Austria,4197.5185,429.325,0.49635036496350365,0.005073768031331914,19093.962000000003,0.22565267335251007,Optimistic
Klagenfurt, Austria,4197.5185,429.325,0.5036496350364964,0.005073768031331914,19523.287000000004,0.23072644138384202,Optimistic
Zagreb, Croatia,4402.47,443.365,0.5109489051094891,0.005239692920774411,19966.652000000006,0.23596613430461644,Optimistic
Catanzaro, Italy,4418.829,444.486,0.5182481751824818,0.00525294091230326,20411.138000000006,0.2412190752169197,Optimistic
Prague, Czechia,4487.865,449.215,0.5255474452554745,0.005308828291375451,20860.353000000006,0.24652790350829518,Optimistic
Berlin, Germany,4624.1875,458.5535,0.5328467153284672,0.0054191907970776425,21318.906500000005,0.25194709430537277,Optimistic
Berlin, Germany,4624.1875,458.5535,0.5401459854014599,0.0054191907970776425,21777.460000000006,0.25736628510245046,Optimistic
Berlin, Germany,4624.1875,458.5535,0.5474452554744526,0.0054191907970776425,22236.01350000001,0.2627854758995281,Optimistic
Berlin, Germany,4624.1875,458.5535,0.5547445255474452,0.0054191907970776425,22694.56700000001,0.26820466669660575,Optimistic
Szczecin, Poland,4864.823,501.449,0.5620437956204379,0.005926130333764297,23196.01600000001,0.2741307970303701,Optimistic
Szeged, Hungary,5053.544,510.98,0.5693430656934306,0.006038767806789685,23706.99600000001,0.28016956483715977,Optimistic
Częstochowa, Poland,5162.58,516.4865,0.5766423357664233,0.006103843690245177,24223.48250000001,0.2862734085274049,Optimistic
Częstochowa, Poland,5162.58,516.4865,0.583941605839416,0.006103843690245177,24739.96900000001,0.2923772522176501,Optimistic
Gothenburg, Sweden,5210.1505,518.889,0.5912408759124088,0.006132236464239878,25258.858000000007,0.29850948868189,Optimistic
Gothenburg, Sweden,5210.1505,518.889,0.5985401459854015,0.006132236464239878,25777.747000000007,0.3046417251461298,Optimistic
Krakow, Poland,5225.43,519.661,0.6058394160583942,0.006141359969556801,26297.408000000007,0.31078308511568664,Optimistic
Warsaw, Poland,5519.422,534.5085,0.6131386861313869,0.006316827903744656,26831.916500000007,0.3170999130194313,Optimistic
Warsaw, Poland,5519.422,534.5085,0.6204379562043796,0.006316827903744656,27366.425000000007,0.32341674092317596,Optimistic
Trondheim, Norway,6081.254,574.999,0.6277372262773723,0.006795345121406439,27941.424000000006,0.33021208604458235,Optimistic
Heraklion, Greece,6095.1065,576.156,0.635036496350365,0.006809018561369755,28517.580000000005,0.33702110460595214,Optimistic
Heraklion, Greece,6095.1065,576.156,0.6423357664233577,0.006809018561369755,29093.736000000004,0.34383012316732187,Optimistic
Istanbul, Turkey,6472.9490000000005,607.7136666666667,0.6496350364963503,0.007181967446891824,29701.44966666667,0.3510120906142137,Optimistic
Istanbul, Turkey,6472.9490000000005,607.7136666666667,0.656934306569343,0.007181967446891824,30309.163333333338,0.3581940580611055,Optimistic
Istanbul, Turkey,6472.9490000000005,607.7136666666667,0.6642335766423357,0.007181967446891824,30916.877000000004,0.36537602550799736,Optimistic
